start_time,esports_match_id,map_name,team_one_name,team_two_name,match_winner,map_winner,winning_team_final_map_score,losing_team_final_map_score
4/13/2019 1:14,21322,Temple of Anubis,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Boston Uprising,3,2
4/13/2019 1:49,21322,Blizzard World,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Boston Uprising,4,3
4/13/2019 2:16,21322,Junkertown,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Hangzhou Spark,1,0
4/13/2019 2:29,21322,Lijiang Tower,Boston Uprising,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,1
4/13/2019 3:00,21331,Oasis,Guangzhou Charge,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
4/13/2019 3:11,21331,Paris,Guangzhou Charge,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
4/13/2019 3:44,21331,Blizzard World,Guangzhou Charge,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
4/13/2019 4:02,21331,Watchpoint: Gibraltar,Guangzhou Charge,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
4/13/2019 4:28,21258,Lijiang Tower,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,0
4/13/2019 4:41,21258,Paris,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,1,0
4/13/2019 5:04,21258,King's Row,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,3,2
4/13/2019 5:25,21258,Junkertown,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,2
4/13/2019 19:05,21332,Lijiang Tower,London Spitfire,Philadelphia Fusion,London Spitfire,London Spitfire,2,1
4/13/2019 19:23,21332,Hanamura,Philadelphia Fusion,London Spitfire,London Spitfire,draw,2,2
4/13/2019 19:59,21332,Blizzard World,Philadelphia Fusion,London Spitfire,London Spitfire,Philadelphia Fusion,4,3
4/13/2019 20:25,21332,Rialto,London Spitfire,Philadelphia Fusion,London Spitfire,London Spitfire,3,2
4/13/2019 20:57,21341,Busan,Vancouver Titans,Houston Outlaws,Vancouver Titans,Houston Outlaws,2,0
4/13/2019 21:13,21341,Paris,Vancouver Titans,Houston Outlaws,Vancouver Titans,Vancouver Titans,1,0
4/13/2019 21:33,21341,Eichenwalde,Houston Outlaws,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
4/13/2019 21:54,21341,Rialto,Vancouver Titans,Houston Outlaws,Vancouver Titans,Vancouver Titans,1,0
4/13/2019 22:18,21270,Oasis,Dallas Fuel,Toronto Defiant,Dallas Fuel,Dallas Fuel,2,0
4/13/2019 22:34,21270,Paris,Dallas Fuel,Toronto Defiant,Dallas Fuel,Dallas Fuel,5,4
4/13/2019 23:13,21270,King's Row,Toronto Defiant,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,0
4/13/2019 23:29,21270,Rialto,Toronto Defiant,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,2
4/13/2019 23:57,21278,Lijiang Tower,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,Los Angeles Gladiators,2,1
4/14/2019 0:15,21278,Temple of Anubis,Guangzhou Charge,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
4/14/2019 0:47,21278,Blizzard World,Guangzhou Charge,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
4/14/2019 1:08,21278,Watchpoint: Gibraltar,Guangzhou Charge,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
4/14/2019 19:06,21297,Busan,Dallas Fuel,Paris Eternal,Dallas Fuel,Dallas Fuel,2,0
4/14/2019 19:22,21297,Paris,Paris Eternal,Dallas Fuel,Dallas Fuel,draw,2,2
4/14/2019 19:56,21297,Blizzard World,Paris Eternal,Dallas Fuel,Dallas Fuel,Dallas Fuel,4,3
4/14/2019 20:24,21297,Rialto,Paris Eternal,Dallas Fuel,Dallas Fuel,Paris Eternal,2,1
4/14/2019 20:50,21240,Busan,Atlanta Reign,Washington Justice,Atlanta Reign,Atlanta Reign,2,0
4/14/2019 21:03,21240,Paris,Washington Justice,Atlanta Reign,Atlanta Reign,Washington Justice,1,0
4/14/2019 21:25,21240,Eichenwalde,Atlanta Reign,Washington Justice,Atlanta Reign,Atlanta Reign,2,1
4/14/2019 21:45,21240,Rialto,Washington Justice,Atlanta Reign,Atlanta Reign,Atlanta Reign,4,3
4/14/2019 22:18,21323,Oasis,New York Excelsior,Florida Mayhem,New York Excelsior,New York Excelsior,2,0
4/14/2019 22:29,21323,Paris,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,2,1
4/14/2019 22:53,21323,King's Row,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,3,2
4/14/2019 23:14,21323,Junkertown,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,3,2
4/14/2019 23:47,21249,Lijiang Tower,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
4/15/2019 0:03,21249,Hanamura,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Gladiators,draw,1,1
4/15/2019 0:36,21249,Eichenwalde,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Gladiators,2,1
4/15/2019 0:55,21249,Rialto,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Valiant,1,0
4/18/2019 23:06,21285,Busan,New York Excelsior,Philadelphia Fusion,New York Excelsior,New York Excelsior,2,0
4/18/2019 23:21,21285,Temple of Anubis,Philadelphia Fusion,New York Excelsior,New York Excelsior,New York Excelsior,3,2
4/18/2019 23:53,21285,Blizzard World,Philadelphia Fusion,New York Excelsior,New York Excelsior,Philadelphia Fusion,3,2
4/19/2019 0:16,21285,Watchpoint: Gibraltar,New York Excelsior,Philadelphia Fusion,New York Excelsior,New York Excelsior,1,0
4/19/2019 0:39,21306,Lijiang Tower,San Francisco Shock,Toronto Defiant,San Francisco Shock,San Francisco Shock,2,0
4/19/2019 0:52,21306,Hanamura,Toronto Defiant,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
4/19/2019 1:22,21306,Eichenwalde,San Francisco Shock,Toronto Defiant,San Francisco Shock,San Francisco Shock,2,1
4/19/2019 1:40,21306,Watchpoint: Gibraltar,Toronto Defiant,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
4/19/2019 2:06,21259,Busan,Florida Mayhem,Los Angeles Gladiators,Los Angeles Gladiators,Florida Mayhem,2,0
4/19/2019 2:22,21259,Paris,Los Angeles Gladiators,Florida Mayhem,Los Angeles Gladiators,Los Angeles Gladiators,2,1
4/19/2019 2:52,21259,Blizzard World,Florida Mayhem,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
4/19/2019 3:15,21259,Junkertown,Florida Mayhem,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
4/19/2019 3:44,21286,Lijiang Tower,Vancouver Titans,Dallas Fuel,Vancouver Titans,Vancouver Titans,2,0
4/19/2019 3:58,21286,Hanamura,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
4/19/2019 4:24,21286,Blizzard World,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,4,3
4/19/2019 4:51,21286,Junkertown,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
4/19/2019 23:05,21324,Busan,New York Excelsior,Atlanta Reign,Atlanta Reign,Atlanta Reign,2,0
4/19/2019 23:24,21324,Temple of Anubis,New York Excelsior,Atlanta Reign,Atlanta Reign,Atlanta Reign,3,2
4/20/2019 0:03,21324,King's Row,New York Excelsior,Atlanta Reign,Atlanta Reign,Atlanta Reign,4,3
4/20/2019 0:30,21324,Rialto,New York Excelsior,Atlanta Reign,Atlanta Reign,New York Excelsior,4,3
4/20/2019 1:04,21250,Busan,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,2,1
4/20/2019 1:26,21250,Temple of Anubis,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,2
4/20/2019 1:58,21250,Eichenwalde,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
4/20/2019 2:18,21250,Watchpoint: Gibraltar,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,0
4/20/2019 2:47,21287,Oasis,Los Angeles Valiant,Washington Justice,Los Angeles Valiant,Los Angeles Valiant,2,0
4/20/2019 3:02,21287,Temple of Anubis,Washington Justice,Los Angeles Valiant,Los Angeles Valiant,Washington Justice,4,3
4/20/2019 3:40,21287,King's Row,Washington Justice,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,2
4/20/2019 4:01,21287,Rialto,Washington Justice,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,0
4/20/2019 4:25,21260,Busan,Hangzhou Spark,Guangzhou Charge,Hangzhou Spark,Guangzhou Charge,2,0
4/20/2019 4:39,21260,Paris,Guangzhou Charge,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,0
4/20/2019 5:01,21260,King's Row,Guangzhou Charge,Hangzhou Spark,Hangzhou Spark,Guangzhou Charge,2,1
4/20/2019 5:19,21260,Watchpoint: Gibraltar,Hangzhou Spark,Guangzhou Charge,Hangzhou Spark,Hangzhou Spark,2,1
4/20/2019 5:35,21260,Oasis,Hangzhou Spark,Guangzhou Charge,Hangzhou Spark,Hangzhou Spark,2,0
4/20/2019 19:06,21342,Busan,London Spitfire,Boston Uprising,London Spitfire,London Spitfire,2,0
4/20/2019 19:19,21342,Paris,London Spitfire,Boston Uprising,London Spitfire,London Spitfire,3,2
4/20/2019 19:49,21342,King's Row,London Spitfire,Boston Uprising,London Spitfire,London Spitfire,6,5
4/20/2019 20:21,21342,Junkertown,Boston Uprising,London Spitfire,London Spitfire,London Spitfire,2,0
4/20/2019 20:49,21279,Lijiang Tower,Shanghai Dragons,Florida Mayhem,Shanghai Dragons,Shanghai Dragons,2,1
4/20/2019 21:08,21279,Hanamura,Florida Mayhem,Shanghai Dragons,Shanghai Dragons,Florida Mayhem,4,3
4/20/2019 21:40,21279,Eichenwalde,Florida Mayhem,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,1
4/20/2019 22:00,21279,Rialto,Florida Mayhem,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,0
4/20/2019 22:27,21325,Lijiang Tower,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
4/20/2019 22:39,21325,Hanamura,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
4/20/2019 23:12,21325,Eichenwalde,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
4/20/2019 23:32,21325,Watchpoint: Gibraltar,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,5,4
4/21/2019 0:10,21333,Busan,Los Angeles Gladiators,Chengdu Hunters,Los Angeles Gladiators,Los Angeles Gladiators,2,0
4/21/2019 0:23,21333,Hanamura,Chengdu Hunters,Los Angeles Gladiators,Los Angeles Gladiators,Chengdu Hunters,2,1
4/21/2019 0:51,21333,Eichenwalde,Los Angeles Gladiators,Chengdu Hunters,Los Angeles Gladiators,Los Angeles Gladiators,2,1
4/21/2019 1:10,21333,Junkertown,Los Angeles Gladiators,Chengdu Hunters,Los Angeles Gladiators,Los Angeles Gladiators,1,0
4/21/2019 19:06,21288,Lijiang Tower,Vancouver Titans,Boston Uprising,Vancouver Titans,Vancouver Titans,2,0
4/21/2019 19:22,21288,Paris,Vancouver Titans,Boston Uprising,Vancouver Titans,Vancouver Titans,3,2
4/21/2019 19:54,21288,King's Row,Vancouver Titans,Boston Uprising,Vancouver Titans,Vancouver Titans,3,2
4/21/2019 20:19,21288,Watchpoint: Gibraltar,Vancouver Titans,Boston Uprising,Vancouver Titans,Vancouver Titans,5,3
4/21/2019 20:55,21280,Oasis,Houston Outlaws,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,0
4/21/2019 21:15,21280,Temple of Anubis,Houston Outlaws,Shanghai Dragons,Shanghai Dragons,draw,0,0
4/21/2019 21:38,21280,Blizzard World,Houston Outlaws,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,1,0
4/21/2019 21:58,21280,Junkertown,Houston Outlaws,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,2
4/21/2019 22:31,21351,Lijiang Tower,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
4/21/2019 22:49,21351,Paris,San Francisco Shock,Hangzhou Spark,San Francisco Shock,San Francisco Shock,5,4
4/21/2019 23:24,21351,Eichenwalde,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
4/21/2019 23:41,21351,Rialto,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
4/22/2019 0:09,21343,Busan,Atlanta Reign,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
4/22/2019 0:25,21343,Hanamura,Atlanta Reign,Guangzhou Charge,Guangzhou Charge,Atlanta Reign,7,6
4/22/2019 1:07,21343,King's Row,Guangzhou Charge,Atlanta Reign,Guangzhou Charge,Guangzhou Charge,8,7
4/22/2019 1:43,21343,Rialto,Atlanta Reign,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,3,0
4/27/2019 16:55,21352,Busan,Paris Eternal,London Spitfire,London Spitfire,London Spitfire,2,0
4/27/2019 17:05,21352,Temple of Anubis,Paris Eternal,London Spitfire,London Spitfire,London Spitfire,2,1
4/27/2019 17:33,21352,King's Row,Paris Eternal,London Spitfire,London Spitfire,London Spitfire,5,4
4/27/2019 18:01,21352,Junkertown,Paris Eternal,London Spitfire,London Spitfire,London Spitfire,3,1
4/27/2019 18:32,21344,Busan,Hangzhou Spark,Chengdu Hunters,Hangzhou Spark,Hangzhou Spark,2,1
4/27/2019 18:50,21344,Temple of Anubis,Chengdu Hunters,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,2
4/27/2019 19:23,21344,Blizzard World,Chengdu Hunters,Hangzhou Spark,Hangzhou Spark,Chengdu Hunters,2,1
4/27/2019 19:42,21344,Junkertown,Hangzhou Spark,Chengdu Hunters,Hangzhou Spark,Hangzhou Spark,5,4
4/27/2019 20:22,21334,Oasis,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
4/27/2019 20:42,21334,Paris,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,4,3
4/27/2019 21:16,21334,Blizzard World,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,0
4/27/2019 21:33,21334,Rialto,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,4,3
4/27/2019 22:13,21345,Oasis,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
4/27/2019 22:27,21345,Temple of Anubis,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,2,1
4/27/2019 22:54,21345,Eichenwalde,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,2,1
4/27/2019 23:13,21345,Junkertown,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,5,4
4/28/2019 17:06,21361,Lijiang Tower,Hangzhou Spark,Paris Eternal,Hangzhou Spark,Hangzhou Spark,2,1
4/28/2019 17:30,21361,Temple of Anubis,Paris Eternal,Hangzhou Spark,Hangzhou Spark,Paris Eternal,3,2
4/28/2019 18:11,21361,Eichenwalde,Hangzhou Spark,Paris Eternal,Hangzhou Spark,Paris Eternal,6,5
4/28/2019 18:42,21361,Junkertown,Hangzhou Spark,Paris Eternal,Hangzhou Spark,Hangzhou Spark,3,2
4/28/2019 19:05,21361,Busan,Hangzhou Spark,Paris Eternal,Hangzhou Spark,Hangzhou Spark,2,0
4/28/2019 19:32,21289,Oasis,Chengdu Hunters,London Spitfire,Chengdu Hunters,Chengdu Hunters,2,1
4/28/2019 19:53,21289,Paris,Chengdu Hunters,London Spitfire,Chengdu Hunters,London Spitfire,5,4
4/28/2019 20:32,21289,Eichenwalde,London Spitfire,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,3,0
4/28/2019 20:49,21289,Rialto,Chengdu Hunters,London Spitfire,Chengdu Hunters,Chengdu Hunters,2,1
4/28/2019 21:13,21362,Busan,Seoul Dynasty,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,2,0
4/28/2019 21:27,21362,Hanamura,Seoul Dynasty,Los Angeles Valiant,Seoul Dynasty,Los Angeles Valiant,3,2
4/28/2019 22:06,21362,King's Row,Seoul Dynasty,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,6,3
4/28/2019 22:40,21362,Junkertown,Seoul Dynasty,Los Angeles Valiant,Seoul Dynasty,Los Angeles Valiant,3,2
4/28/2019 23:02,21362,Oasis,Seoul Dynasty,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,2,1
4/28/2019 23:36,21314,Lijiang Tower,Houston Outlaws,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
4/28/2019 23:53,21314,Temple of Anubis,Houston Outlaws,Dallas Fuel,Dallas Fuel,Houston Outlaws,2,1
4/29/2019 0:24,21314,King's Row,Dallas Fuel,Houston Outlaws,Dallas Fuel,Dallas Fuel,3,2
4/29/2019 0:48,21314,Watchpoint: Gibraltar,Houston Outlaws,Dallas Fuel,Dallas Fuel,Dallas Fuel,4,3
5/3/2019 0:35,21371,Busan,Dallas Fuel,Florida Mayhem,Dallas Fuel,Dallas Fuel,2,1
5/3/2019 0:52,21371,Temple of Anubis,Florida Mayhem,Dallas Fuel,Dallas Fuel,Florida Mayhem,6,5
5/3/2019 1:32,21371,King's Row,Dallas Fuel,Florida Mayhem,Dallas Fuel,Dallas Fuel,3,2
5/3/2019 1:52,21371,Rialto,Florida Mayhem,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,0
5/3/2019 2:17,21298,Oasis,Philadelphia Fusion,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
5/3/2019 2:36,21298,Hanamura,Philadelphia Fusion,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
5/3/2019 3:06,21298,King's Row,Philadelphia Fusion,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
5/3/2019 3:24,21298,Junkertown,Philadelphia Fusion,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
5/3/2019 3:49,21381,Lijiang Tower,Guangzhou Charge,Houston Outlaws,Guangzhou Charge,Guangzhou Charge,2,1
5/3/2019 4:09,21381,Hanamura,Houston Outlaws,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
5/3/2019 4:33,21381,King's Row,Houston Outlaws,Guangzhou Charge,Guangzhou Charge,Houston Outlaws,2,1
5/3/2019 4:54,21381,Rialto,Guangzhou Charge,Houston Outlaws,Guangzhou Charge,Houston Outlaws,3,2
5/3/2019 5:17,21381,Busan,Guangzhou Charge,Houston Outlaws,Guangzhou Charge,Guangzhou Charge,2,0
5/4/2019 0:36,21353,Oasis,Boston Uprising,Los Angeles Gladiators,Boston Uprising,Boston Uprising,2,1
5/4/2019 0:57,21353,Hanamura,Los Angeles Gladiators,Boston Uprising,Boston Uprising,Boston Uprising,2,1
5/4/2019 1:30,21353,Blizzard World,Los Angeles Gladiators,Boston Uprising,Boston Uprising,Los Angeles Gladiators,3,2
5/4/2019 1:50,21353,Rialto,Los Angeles Gladiators,Boston Uprising,Boston Uprising,Boston Uprising,3,2
5/4/2019 2:24,21335,Oasis,Toronto Defiant,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
5/4/2019 2:37,21335,Temple of Anubis,Vancouver Titans,Toronto Defiant,Vancouver Titans,Toronto Defiant,2,0
5/4/2019 2:59,21335,King's Row,Vancouver Titans,Toronto Defiant,Vancouver Titans,Vancouver Titans,2,1
5/4/2019 3:16,21335,Junkertown,Vancouver Titans,Toronto Defiant,Vancouver Titans,Vancouver Titans,3,2
5/4/2019 3:44,21346,Busan,Shanghai Dragons,Washington Justice,Shanghai Dragons,Shanghai Dragons,2,0
5/4/2019 3:57,21346,Paris,Washington Justice,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,1
5/4/2019 4:23,21346,Blizzard World,Washington Justice,Shanghai Dragons,Shanghai Dragons,Washington Justice,1,0
5/4/2019 4:37,21346,Watchpoint: Gibraltar,Washington Justice,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,1
5/4/2019 19:06,21347,Lijiang Tower,London Spitfire,Houston Outlaws,London Spitfire,London Spitfire,2,0
5/4/2019 19:20,21347,Hanamura,Houston Outlaws,London Spitfire,London Spitfire,London Spitfire,2,0
5/4/2019 19:43,21347,King's Row,Houston Outlaws,London Spitfire,London Spitfire,London Spitfire,3,2
5/4/2019 20:06,21347,Junkertown,Houston Outlaws,London Spitfire,London Spitfire,London Spitfire,2,0
5/4/2019 20:36,21363,Oasis,Atlanta Reign,New York Excelsior,Atlanta Reign,Atlanta Reign,2,1
5/4/2019 20:58,21363,Hanamura,New York Excelsior,Atlanta Reign,Atlanta Reign,New York Excelsior,4,3
5/4/2019 21:36,21363,Blizzard World,Atlanta Reign,New York Excelsior,Atlanta Reign,Atlanta Reign,2,1
5/4/2019 21:52,21363,Junkertown,New York Excelsior,Atlanta Reign,Atlanta Reign,New York Excelsior,3,2
5/4/2019 22:15,21363,Lijiang Tower,Atlanta Reign,New York Excelsior,Atlanta Reign,Atlanta Reign,2,0
5/4/2019 22:40,21315,Lijiang Tower,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
5/4/2019 22:56,21315,Temple of Anubis,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
5/4/2019 23:23,21315,Blizzard World,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,4,3
5/4/2019 23:47,21315,Junkertown,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,1
5/5/2019 0:16,21372,Lijiang Tower,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
5/5/2019 0:27,21372,Paris,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,Chengdu Hunters,2,1
5/5/2019 0:53,21372,King's Row,Los Angeles Valiant,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,3,2
5/5/2019 1:17,21372,Watchpoint: Gibraltar,Los Angeles Valiant,Chengdu Hunters,Los Angeles Valiant,Chengdu Hunters,2,0
5/5/2019 1:35,21372,Busan,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
5/5/2019 19:17,21299,Lijiang Tower,Toronto Defiant,Paris Eternal,Toronto Defiant,Toronto Defiant,2,1
5/5/2019 19:40,21299,Temple of Anubis,Paris Eternal,Toronto Defiant,Toronto Defiant,Toronto Defiant,2,1
5/5/2019 20:09,21299,King's Row,Paris Eternal,Toronto Defiant,Toronto Defiant,Toronto Defiant,3,2
5/5/2019 20:31,21299,Watchpoint: Gibraltar,Paris Eternal,Toronto Defiant,Toronto Defiant,Toronto Defiant,6,5
5/5/2019 21:09,21364,Lijiang Tower,Washington Justice,Boston Uprising,Washington Justice,Boston Uprising,2,0
5/5/2019 21:23,21364,Temple of Anubis,Washington Justice,Boston Uprising,Washington Justice,Boston Uprising,2,0
5/5/2019 21:50,21364,Blizzard World,Washington Justice,Boston Uprising,Washington Justice,Washington Justice,2,1
5/5/2019 22:11,21364,Rialto,Washington Justice,Boston Uprising,Washington Justice,Washington Justice,4,3
5/5/2019 22:38,21364,Busan,Washington Justice,Boston Uprising,Washington Justice,Washington Justice,2,1
5/5/2019 23:08,21316,Oasis,Shanghai Dragons,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
5/5/2019 23:26,21316,Paris,Shanghai Dragons,San Francisco Shock,San Francisco Shock,San Francisco Shock,5,4
5/6/2019 0:00,21316,King's Row,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,5,4
5/6/2019 0:31,21316,Rialto,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,5,4
5/6/2019 1:04,21373,Lijiang Tower,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Seoul Dynasty,2,0
5/6/2019 1:21,21373,Hanamura,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,4,3
5/6/2019 1:54,21373,Blizzard World,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,5,4
5/6/2019 2:23,21373,Rialto,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,4,3
5/10/2019 1:07,20311,Oasis,Shanghai Dragons,San Francisco Shock,San Francisco Shock,Shanghai Dragons,2,1
5/10/2019 1:27,20311,Eichenwalde,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,3,2
5/10/2019 1:56,20311,Paris,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,4,2
5/10/2019 2:23,20311,Rialto,Shanghai Dragons,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
5/10/2019 2:52,20312,Oasis,Hangzhou Spark,London Spitfire,Hangzhou Spark,London Spitfire,2,1
5/10/2019 3:13,20312,Blizzard World,London Spitfire,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,0
5/10/2019 3:41,20312,Hanamura,Hangzhou Spark,London Spitfire,Hangzhou Spark,Hangzhou Spark,1,0
5/10/2019 3:54,20312,Watchpoint: Gibraltar,Hangzhou Spark,London Spitfire,Hangzhou Spark,Hangzhou Spark,1,0
5/11/2019 1:06,20313,Lijiang Tower,New York Excelsior,Los Angeles Gladiators,New York Excelsior,New York Excelsior,2,0
5/11/2019 1:23,20313,King's Row,New York Excelsior,Los Angeles Gladiators,New York Excelsior,New York Excelsior,3,2
5/11/2019 1:54,20313,Temple of Anubis,New York Excelsior,Los Angeles Gladiators,New York Excelsior,New York Excelsior,2,1
5/11/2019 2:27,20314,Oasis,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
5/11/2019 2:38,20314,King's Row,Vancouver Titans,Dallas Fuel,Vancouver Titans,Vancouver Titans,3,2
5/11/2019 3:10,20314,Temple of Anubis,Vancouver Titans,Dallas Fuel,Vancouver Titans,Vancouver Titans,1,0
5/11/2019 19:10,20315,Busan,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
5/11/2019 19:23,20315,Blizzard World,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
5/11/2019 19:52,20315,Hanamura,San Francisco Shock,Hangzhou Spark,San Francisco Shock,San Francisco Shock,1,0
5/11/2019 20:11,20315,Watchpoint: Gibraltar,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
5/11/2019 20:49,20317,Busan,New York Excelsior,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
5/11/2019 21:10,20317,Blizzard World,Vancouver Titans,New York Excelsior,Vancouver Titans,New York Excelsior,3,1
5/11/2019 21:43,20317,Hanamura,New York Excelsior,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
5/11/2019 22:08,20317,Rialto,Vancouver Titans,New York Excelsior,Vancouver Titans,Vancouver Titans,3,2
